dataset,Outside Temperature,Avg. Temperature,Temperature difference,RH,va,Tg,Age,Male,Female,Height,Weight,Well-being,Duration,Icl,Alley,Window,y
June2,29.5,30.14,0.34,43.66,0.04,30.37,60,1,0,178.0,82.0,0.0,7.5,0.328,0,1,1
June2,29.59,29.61,0.75,43.21,0.06,30.31,27,0,1,161.0,75.0,1.0,7.5,0.58685,0,1,1
June2,29.59,29.56,0.75,43.32,0.04,30.31,25,1,0,188.0,79.0,1.0,11.101973684210526,0.4198500000000001,1,0,1
June2,29.59,29.56,0.75,43.32,0.04,30.31,58,0,1,160.0,63.0,0.0,11.101973684210526,0.4449,0,1,1
June2,29.59,29.56,0.75,43.32,0.04,30.31,60,1,0,180.0,98.0,1.0,11.101973684210526,0.5701499999999999,0,1,1
June2,29.59,29.48,0.84,43.89,0.02,30.31,24,1,0,178.0,91.0,0.0,7.5,0.4115,0,1,1
June2,29.688,30.975,1.365,40.635,0.18,32.69,54,0,1,157.0,39.0,-1.0,11.101973684210526,0.4449,0,1,1
June2,29.688,29.47,0.69,45.76,0.05,30.12,42,1,0,183.0,90.0,1.0,10.0,0.4616,1,0,1
June2,29.91,30.425,1.1099999999999999,45.72,0.12,30.905,18,1,0,161.0,60.0,1.0,11.101973684210526,0.328,1,0,1
June2,30.0,31.103,1.4100000000000001,43.394999999999996,0.15,32.66,17,0,1,170.9344262295082,50.0,2.0,5.0,0.3781,0,1,1
June2,30.406,30.51,1.33,47.2,0.01,30.19,20,0,1,153.0,49.0,1.0,22.5,0.3113,0,1,1
June2,30.188,30.986,1.8,49.43,0.0,30.25,55,0,1,167.0,55.0,2.0,15.0,0.3113,1,0,1
June2,30.31,30.84,1.29,51.18,0.05,30.31,17,1,0,168.0,71.19166666666666,-1.0,15.0,0.328,1,0,1
June2,30.594,30.19,0.53,49.04,0.03,30.37,59,0,1,165.0,63.0,1.0,7.5,0.45325,1,0,1
June2,31.094,31.2,0.77,42.96,0.06,30.69,34,0,1,145.0,65.0,1.0,15.0,0.4616,1,0,1
June2,31.906,30.58,0.53,41.69,0.0,30.94,84,0,1,158.0,71.19166666666666,2.0,7.5,0.4282,1,0,1
June2,32.313,31.08,0.44,45.38,0.01,31.12,29,1,0,185.0,88.0,1.0,5.0,0.40315,0,1,1
June2,32.313,31.08,0.44,45.38,0.01,31.12,28,0,1,170.0,64.0,1.0,5.0,0.43655,0,1,1
June2,32.188,32.53,0.655,43.025000000000006,0.135,32.405,16,0,1,165.0,62.0,0.0,15.0,0.53675,1,0,1
June2,32.188,31.77,1.16,40.76,0.01,32.56,24,0,1,170.0,62.0,1.0,5.0,0.55345,1,0,1
June2,32.094,31.375,0.49,42.92,0.03,31.31,16,0,1,164.0,71.19166666666666,1.0,5.0,0.5785,1,0,1
June2,32.094,31.53,0.57,43.0,0.04,31.37,15,0,1,173.0,63.0,0.0,7.5,0.4616,1,0,1
June2,32.81,31.72,0.58,35.41,0.02,31.62,20,0,1,170.0,55.0,0.0,2.5,0.60355,0,1,1
June2,32.688,32.415,1.305,37.455,0.16,33.815,22,1,0,175.0,73.0,0.0,10.0,0.4616,0,1,1
June2,32.688,32.2,0.825,38.385,0.105,32.405,14,1,0,180.0,64.0,1.0,22.5,0.68705,1,0,1
June2,32.688,32.2,0.825,38.385,0.11,32.405,14,1,0,170.0,49.0,0.0,22.5,0.4449,0,1,1
June2,32.688,31.59,0.39,38.03,0.04,31.69,56,1,0,165.0,56.0,1.0,11.101973684210526,0.328,1,0,1
June2,32.688,31.84,0.6,43.06,0.0,32.06,64,0,1,152.0,54.0,2.0,17.5,0.45325,0,1,1
June2,32.688,32.381,0.67,43.44,0.13,32.56,39,0,1,160.0,65.0,1.0,7.5,0.5284,1,0,1
June2,32.688,29.405,1.3,43.6,0.14,30.375,32,0,1,164.0,73.0,2.0,7.5,0.45325,1,0,1
June2,32.5,32.58,0.655,43.415,0.14,32.660000000000004,23,0,1,167.0,64.0,1.0,20.0,0.46995,1,0,1
June2,32.594,31.4975,0.401,43.92,0.01,31.81,20,0,1,168.0,54.0,1.0,11.101973684210526,0.3113,1,0,1
June2,32.594,32.8,0.585,42.985,0.18,32.75,63,0,1,163.0,75.0,1.0,5.0,0.45325,1,0,1
June2,32.594,32.02,0.82,44.36,0.06,32.69,24,0,1,180.0,70.0,1.0,5.0,0.33635,0,1,1
June2,33.0,32.6575,0.4788,42.15,0.02,32.44,52,0,1,160.0,54.0,1.0,15.0,0.4782999999999999,0,1,1
June2,33.188,33.16,0.74,45.28,0.12,33.13,24,0,1,174.0,64.0,2.0,11.101973684210526,0.328,0,1,1
June2,31.906,33.099999999999994,0.715,44.38,0.115,33.125,33,0,1,168.0,58.0,-1.0,2.5,0.45325,0,1,1
June2,31.688,33.724999999999994,1.455,40.129999999999995,0.14,35.065,21,1,0,171.0,65.0,1.0,11.101973684210526,0.4782999999999999,1,0,1
June2,31.688,32.3,0.69,43.2,0.02,32.94,83,0,1,171.0,59.0,0.0,5.0,0.45325,0,1,1
June2,31.688,32.3,0.69,43.2,0.02,32.94,29,0,1,178.0,90.0,-1.0,5.0,0.3113,0,1,1
June2,31.906,32.769999999999996,0.785,40.89,0.15,33.095,50,0,1,156.0,80.0,1.0,11.101973684210526,0.52005,1,0,1
June2,32.594,32.57,1.065,42.675,0.12,33.035,42,0,1,180.0,62.0,1.0,7.5,0.45325,1,0,1
June2,32.813,32.71,0.55,46.26,0.02,32.94,65,0,1,164.0,50.0,1.0,7.5,0.4449,0,1,1
June2,32.594,32.65,0.47,47.91,0.01,32.81,56,1,0,185.0,75.0,0.0,17.5,0.5618,1,0,1
June2,32.094,32.36,0.788,42.4,0.04,32.88,21,0,1,174.0,55.0,1.0,11.101973684210526,0.328,0,1,1
June2,31.813,32.7,0.43,42.41,0.07,32.81,11,0,1,164.0,60.0,0.0,7.5,0.328,0,1,1
June2,32.188,33.775000000000006,0.5850000000000001,40.97,0.16,33.875,30,1,0,175.0,78.0,0.0,5.0,0.4115,1,0,1
June2,32.906,32.15,0.86,42.6,0.0,32.75,40,1,0,174.0,48.0,1.0,20.0,0.328,1,0,1
June2,33.094,32.112,1.07,42.81,0.02,32.75,34,0,1,163.0,61.0,0.0,7.5,0.3113,1,0,1
June2,33.594,33.665,1.47,39.9,0.16,35.315,26,1,0,182.0,57.0,1.0,11.101973684210526,0.6119,0,1,1
June2,33.594,33.665,1.47,39.9,0.16,35.315,27,0,1,163.0,60.0,1.0,11.101973684210526,0.4282,0,1,1
June2,33.594,33.665,1.47,39.9,0.16,35.315,0,0,1,170.9344262295082,71.19166666666666,0.0,22.5,0.43655,1,0,1
June2,33.094,33.989000000000004,1.4300000000000002,38.46,0.15,35.375,18,0,1,164.0,58.0,0.0,11.101973684210526,0.45325,1,0,0
June2,33.0,32.03,0.7,41.81,0.02,32.56,41,0,1,165.0,71.19166666666666,1.0,11.101973684210526,0.3948,0,1,1
June2,31.906,32.87,1.1749999999999998,38.985,0.195,33.5,24,1,0,170.0,70.0,1.0,5.0,0.495,0,1,1
